order_id,account_id,company,status,currency,subtotal,tax,total,created_at
256,74074,Reynolds-Brooks,paid,USD,22372.0,1566.04,23938.04,2026-03-03T17:27:46.250289Z
257,51558,Garcia-Schmidt,paid,GBP,4753.03,950.61,5703.64,2026-03-03T17:27:46.213891Z
258,95676,Moore PLC,created,EUR,8669.15,1733.83,10402.98,2026-03-03T17:27:46.172195Z
259,15185,"Davis, Carlson and Snyder",paid,EUR,4975.0,995.0,5970.0,2026-03-03T17:27:46.243895Z
260,37613,Hurley PLC,confirmed,EUR,4557.72,911.54,5469.26,2026-03-03T17:27:46.264632Z
261,66804,Thompson Inc,confirmed,GBP,1364.2,272.84,1637.04,2026-03-03T17:27:46.239562Z
262,51051,"Ortiz, Cooper and Allison",created,GBP,2985.0,597.0,3582.0,2026-03-03T17:27:46.255731Z
263,66027,Munoz-Waters,created,USD,0.09,0.01,0.1,2026-03-03T17:27:46.149743Z
264,91512,"Carter, Lee and Jackson",confirmed,USD,377.0,26.39,403.39,2026-03-03T17:27:46.253939Z
265,61411,Calderon-Webb,paid,GBP,638.0,127.6,765.6,2026-03-03T17:27:46.178118Z
266,19148,"Maldonado, Garcia and Rojas",created,GBP,8793.08,1758.62,10551.7,2026-03-03T17:27:46.180739Z
267,35910,Wallace LLC,paid,GBP,19176.05,3835.21,23011.26,2026-03-03T17:27:46.285821Z
268,80046,"Flores, Harrington and Kirby",paid,USD,2251.25,157.59,2408.84,2026-03-03T17:27:46.311453Z
269,15227,Dyer PLC,created,GBP,26367.14,5273.43,31640.57,2026-03-03T17:27:46.319870Z
270,33513,Li-Cross,created,EUR,0.18,0.04,0.22,2026-03-03T17:27:46.423417Z
271,73382,"Kelly, Rhodes and Watson",invoiced,USD,1135.29,79.47,1214.76,2026-03-03T17:27:46.513815Z
272,72501,Brown-Rich,confirmed,EUR,6.16,1.23,7.39,2026-03-03T17:27:46.535160Z
273,35173,"Schultz, Allen and Simon",invoiced,USD,4342.0,303.94,4645.94,2026-03-03T17:27:46.558135Z
274,28937,Wood-Williams,paid,EUR,5755.01,1151.0,6906.01,2026-03-03T17:27:46.605615Z
275,26271,"Blair, Grant and Flores",created,EUR,25804.0,5160.8,30964.8,2026-03-03T17:27:46.723623Z
276,58881,Gonzalez LLC,confirmed,USD,3244.0,227.08,3471.08,2026-03-03T17:27:46.784721Z
277,21686,Robinson Inc,confirmed,EUR,8790.61,1758.12,10548.73,2026-03-03T17:27:46.851531Z
278,48473,Ramirez-Washington,created,GBP,12788.56,2557.71,15346.27,2026-03-03T17:27:46.839379Z
279,63797,Cobb-Williams,confirmed,EUR,13583.0,2716.6,16299.6,2026-03-03T17:27:46.921724Z
280,50577,Rios-Merritt,confirmed,EUR,7990.14,1598.03,9588.17,2026-03-03T17:27:46.985137Z
281,12601,King-Griffin,created,USD,3.52,0.25,3.77,2026-03-03T17:27:47.069474Z
282,98043,Case Group,invoiced,USD,9752.84,682.7,10435.54,2026-03-03T17:27:47.133093Z
283,12727,York LLC,confirmed,USD,2.0,0.14,2.14,2026-03-03T17:27:47.119615Z
284,14302,Wood-Berg,created,GBP,2.96,0.59,3.55,2026-03-03T17:27:47.164453Z
285,86127,Hughes-Willis,created,GBP,23155.0,4631.0,27786.0,2026-03-03T17:27:48.445068Z
286,74462,Stewart Inc,created,EUR,7818.01,1563.6,9381.61,2026-03-03T17:27:48.467997Z
287,82875,Edwards Inc,confirmed,USD,3267.76,228.74,3496.5,2026-03-03T17:27:47.408488Z
288,46865,Norton-Castillo,created,EUR,0.53,0.11,0.64,2026-03-03T17:27:47.456654Z
289,45682,"Lopez, Ramos and Logan",paid,USD,3184.0,222.88,3406.88,2026-03-03T17:27:47.524645Z
290,81132,Beard-Watkins,confirmed,USD,696.0,48.72,744.72,2026-03-03T17:27:47.522709Z
291,96302,Gross-Rowland,invoiced,EUR,3582.0,716.4,4298.4,2026-03-03T17:27:47.589571Z
292,28971,Hernandez-Hood,invoiced,GBP,0.24,0.05,0.29,2026-03-03T17:27:47.683189Z
293,72597,Wilson-Mason,invoiced,USD,4.0,0.28,4.28,2026-03-03T17:27:47.728041Z
294,33077,Washington and Sons,invoiced,EUR,2.4,0.48,2.88,2026-03-03T17:27:47.773392Z
295,46984,"Harrison, French and Matthews",confirmed,GBP,3663.0,732.6,4395.6,2026-03-03T17:27:47.811070Z
296,19576,Watson-Shelton,created,USD,1.91,0.13,2.04,2026-03-03T17:27:47.869149Z
297,78870,Goodman-Bird,invoiced,GBP,29563.01,5912.6,35475.61,2026-03-03T17:27:47.946336Z
298,36975,"Holland, White and White",created,USD,1188.55,83.2,1271.75,2026-03-03T17:27:47.926897Z
299,57720,"Cortez, Smith and Kline",invoiced,GBP,3961.67,792.33,4754.0,2026-03-03T17:27:48.012089Z
300,88341,Cooper-Smith,invoiced,USD,31960.0,2237.2,34197.2,2026-03-03T17:27:48.091955Z
301,62263,"Lloyd, Snyder and Stevens",created,EUR,1.19,0.24,1.43,2026-03-03T17:27:48.639219Z
302,83071,"Oneill, Russell and Ayers",confirmed,USD,4.35,0.3,4.65,2026-03-03T17:27:48.577049Z
303,14149,Novak and Sons,created,EUR,1386.0,277.2,1663.2,2026-03-03T17:27:48.661084Z
304,27547,Simmons Group,confirmed,EUR,3582.0,716.4,4298.4,2026-03-03T17:27:48.621188Z
305,33932,"Knight, Welch and Campbell",confirmed,GBP,4179.37,835.87,5015.24,2026-03-03T17:27:48.571138Z
306,66339,"French, Ramirez and Hanson",created,GBP,3582.53,716.51,4299.04,2026-03-03T17:27:51.019527Z
307,93588,"Turner, Schwartz and Meyer",created,EUR,2.48,0.5,2.98,2026-03-03T17:27:48.673240Z
308,34560,Rasmussen LLC,confirmed,EUR,4577.56,915.51,5493.07,2026-03-03T17:27:48.641380Z
309,18316,Smith-Gonzalez,invoiced,GBP,1451.07,290.21,1741.28,2026-03-03T17:27:48.689170Z
310,82227,Lopez LLC,confirmed,USD,7565.28,529.57,8094.85,2026-03-03T17:27:48.723215Z
311,44670,Hardy-Mata,paid,EUR,4.0,0.8,4.8,2026-03-03T17:27:48.857467Z
312,95247,Douglas Inc,created,GBP,1188.0,237.6,1425.6,2026-03-03T17:27:51.125928Z
313,84003,Montes Group,paid,EUR,42136.0,8427.2,50563.2,2026-03-03T17:27:48.970439Z
314,35746,Rodriguez-Smith,paid,EUR,3.6,0.72,4.32,2026-03-03T17:27:51.204115Z
315,63734,"Gutierrez, Smith and Silva",confirmed,GBP,28764.0,5752.8,34516.8,2026-03-03T17:27:51.284522Z
316,13457,Shepherd Inc,created,GBP,6967.32,1393.46,8360.78,2026-03-03T17:27:49.092613Z
317,70581,Bush Group,invoiced,USD,3366.16,235.63,3601.79,2026-03-03T17:27:49.150459Z
318,95723,Gibson Group,invoiced,EUR,2178.0,435.6,2613.6,2026-03-03T17:27:49.204138Z
319,33322,Mccormick PLC,confirmed,USD,697.07,48.79,745.86,2026-03-03T17:27:51.397904Z
320,68396,"Soto, Kim and Morris",paid,GBP,3.02,0.6,3.62,2026-03-03T17:27:51.220200Z
321,46105,Martinez-Hoffman,invoiced,GBP,1363.69,272.74,1636.43,2026-03-03T17:27:49.379633Z
322,65034,Brown LLC,paid,EUR,1584.61,316.92,1901.53,2026-03-03T17:27:49.374294Z
323,24629,Dean Inc,confirmed,EUR,1.97,0.39,2.36,2026-03-03T17:27:49.469907Z
324,87344,Moran Ltd,invoiced,USD,4978.18,348.47,5326.65,2026-03-03T17:27:49.542259Z
325,82188,Elliott Ltd,created,GBP,3196.94,639.39,3836.33,2026-03-03T17:27:49.561390Z
326,23689,Parker-Ballard,created,USD,2.38,0.17,2.55,2026-03-03T17:27:49.607687Z
327,17714,"Wallace, Oconnor and Rodgers",created,USD,0.18,0.01,0.19,2026-03-03T17:27:49.698010Z
328,94157,"Mullins, Owens and Webster",paid,GBP,58.0,11.6,69.6,2026-03-03T17:27:49.761606Z
329,72362,Hunt-Walker,paid,EUR,0.16,0.03,0.19,2026-03-03T17:27:49.832544Z
330,90903,Michael Group,created,USD,727.17,50.9,778.07,2026-03-03T17:27:49.909354Z
331,52089,Wright Ltd,paid,GBP,5317.68,1063.54,6381.22,2026-03-03T17:27:51.330843Z
332,42615,"Rice, Riley and Haynes",created,EUR,21241.67,4248.33,25490.0,2026-03-03T17:27:50.020164Z
333,82723,Gomez-Bird,invoiced,EUR,0.18,0.04,0.22,2026-03-03T17:27:50.045879Z
334,42304,"Hogan, James and Anderson",created,EUR,0.09,0.02,0.11,2026-03-03T17:27:50.040739Z
335,28946,Ingram PLC,created,EUR,0.2,0.04,0.24,2026-03-03T17:27:51.435926Z
336,10829,"Ferguson, Lee and Weaver",created,EUR,0.6,0.12,0.72,2026-03-03T17:27:50.237163Z
337,36458,Combs-Ward,created,GBP,25568.53,5113.71,30682.24,2026-03-03T17:27:50.211213Z
338,24356,Ramirez-Crawford,paid,USD,0.28,0.02,0.3,2026-03-03T17:27:50.294411Z
339,28512,"Martinez, Johnson and Mccoy",invoiced,GBP,1198.0,239.6,1437.6,2026-03-03T17:27:50.413051Z
340,62428,"Davis, Rice and Marsh",confirmed,EUR,3383.37,676.67,4060.04,2026-03-03T17:27:51.472823Z
341,86324,Bradley-Hernandez,invoiced,GBP,1.52,0.3,1.82,2026-03-03T17:27:50.465749Z
342,25831,Silva Inc,paid,GBP,8756.46,1751.29,10507.75,2026-03-03T17:27:50.579403Z
343,34582,Hodges-Glass,invoiced,USD,17578.37,1230.49,18808.86,2026-03-03T17:27:50.583112Z
344,59319,Garcia-Wu,created,GBP,37348.23,7469.65,44817.88,2026-03-03T17:27:50.684488Z
345,47375,Martin Group,created,EUR,5970.0,1194.0,7164.0,2026-03-03T17:27:50.724814Z
346,83401,Franklin PLC,created,USD,696.0,48.72,744.72,2026-03-03T17:27:50.709039Z
347,55907,"Harrison, Oneal and Simpson",paid,USD,35517.0,2486.19,38003.19,2026-03-03T17:27:51.970439Z
348,51748,Clark Group,confirmed,USD,3862.23,270.36,4132.59,2026-03-03T17:27:50.881563Z
349,63714,"Patterson, Mcgee and Elliott",invoiced,EUR,725.0,145.0,870.0,2026-03-03T17:27:50.900283Z
350,57567,Morales Ltd,confirmed,USD,0.23,0.02,0.25,2026-03-03T17:27:51.008848Z
351,89968,"Reed, Chandler and Flores",confirmed,USD,1592.24,111.46,1703.7,2026-03-03T17:27:55.406422Z
352,47270,Harmon Ltd,confirmed,GBP,1.56,0.31,1.87,2026-03-03T17:27:52.127812Z
353,22786,Bennett Ltd,invoiced,EUR,1451.91,290.38,1742.29,2026-03-03T17:27:52.153650Z
354,38033,Miller Inc,confirmed,USD,1.15,0.08,1.23,2026-03-03T17:27:52.172661Z
355,30861,Jensen LLC,confirmed,EUR,7963.0,1592.6,9555.6,2026-03-03T17:27:52.136205Z
356,95184,Ruiz LLC,created,GBP,1.76,0.35,2.11,2026-03-03T17:27:52.133056Z
357,34122,Boyle-Brown,confirmed,GBP,6739.0,1347.8,8086.8,2026-03-03T17:27:52.209220Z
358,41411,Myers LLC,created,EUR,16779.0,3355.8,20134.8,2026-03-03T17:27:52.140625Z
359,22195,"Powell, Henry and Elliott",invoiced,USD,0.57,0.04,0.61,2026-03-03T17:27:52.175807Z
360,40225,Sanchez-Stanley,paid,GBP,5771.04,1154.21,6925.25,2026-03-03T17:27:52.150284Z
361,90661,Curry Group,invoiced,EUR,725.85,145.17,871.02,2026-03-03T17:27:52.166151Z
362,78755,"Bishop, Diaz and Sanchez",created,USD,467.92,32.75,500.67,2026-03-03T17:27:52.217086Z
363,32289,Herrera LLC,invoiced,USD,402.13,28.15,430.28,2026-03-03T17:27:52.224631Z
364,10327,Jimenez Inc,confirmed,USD,2204.02,154.28,2358.3,2026-03-03T17:27:52.283890Z
365,98687,Bradshaw-Hines,invoiced,GBP,9752.78,1950.56,11703.34,2026-03-03T17:27:52.399682Z
366,19034,Sharp-Martinez,confirmed,EUR,9588.33,1917.67,11506.0,2026-03-03T17:27:52.396317Z
367,14523,"Holt, Freeman and Mccullough",created,USD,9953.28,696.73,10650.01,2026-03-03T17:27:52.455473Z
368,72485,"Williams, Gonzalez and Fischer",invoiced,GBP,5.87,1.17,7.04,2026-03-03T17:27:52.509012Z
369,58022,Fry-Allen,paid,USD,3.02,0.21,3.23,2026-03-03T17:27:52.539187Z
370,26287,"Greer, Carrillo and Vargas",paid,EUR,31962.19,6392.44,38354.63,2026-03-03T17:27:52.605645Z
371,50722,"Perry, Carr and Schmitt",confirmed,EUR,0.34,0.07,0.41,2026-03-03T17:27:52.697826Z
372,25363,"Zavala, Mcgee and Allen",created,USD,2970.0,207.9,3177.9,2026-03-03T17:27:52.759094Z
373,14461,Khan Ltd,created,USD,6732.0,471.24,7203.24,2026-03-03T17:27:52.800477Z
374,53465,Higgins and Sons,confirmed,EUR,76704.53,15340.91,92045.44,2026-03-03T17:27:52.867413Z
375,40633,Wright-Kim,invoiced,GBP,8160.49,1632.1,9792.59,2026-03-03T17:27:52.940671Z
376,98117,"Cortez, Ruiz and Martin",confirmed,EUR,0.4,0.08,0.48,2026-03-03T17:27:52.972439Z
377,41543,"Davis, Oconnell and Miller",created,EUR,27166.02,5433.2,32599.22,2026-03-03T17:27:53.046055Z
378,12979,Erickson-Haynes,created,EUR,11477.0,2295.4,13772.4,2026-03-03T17:27:53.040090Z
379,14090,Ryan LLC,created,GBP,1287.0,257.4,1544.4,2026-03-03T17:27:53.149358Z
380,27390,Casey-Russell,paid,EUR,7761.3,1552.26,9313.56,2026-03-03T17:27:53.242049Z
381,72834,Beltran-Johnson,confirmed,EUR,871.77,174.35,1046.12,2026-03-03T17:27:53.229388Z
382,17430,Taylor-Perez,paid,GBP,1.04,0.21,1.25,2026-03-03T17:27:55.511546Z
383,77658,"Powell, Hall and Rodriguez",created,EUR,4060.2,812.04,4872.24,2026-03-03T17:27:53.355426Z
384,94478,Williams-Patel,confirmed,GBP,1881.0,376.2,2257.2,2026-03-03T17:27:53.392648Z
385,18517,Foster-Parker,paid,USD,1.55,0.11,1.66,2026-03-03T17:27:53.468469Z
386,91521,Watts-Herrera,invoiced,USD,233.23,16.33,249.56,2026-03-03T17:27:53.546349Z
387,67697,Williams and Sons,invoiced,EUR,1.72,0.34,2.06,2026-03-03T17:27:53.593465Z
388,58341,Cox-Meyers,invoiced,USD,233.8,16.37,250.17,2026-03-03T17:27:53.603337Z
389,97671,"Bell, Bauer and Stephens",invoiced,USD,552.34,38.66,591.0,2026-03-03T17:27:53.739749Z
390,84367,"Davis, Hicks and Haas",paid,GBP,1276.08,255.22,1531.3,2026-03-03T17:27:53.725609Z
391,74594,Haley Ltd,confirmed,EUR,61219.0,12243.8,73462.8,2026-03-03T17:27:53.800698Z
392,90645,Stevens-Trujillo,paid,USD,58.0,4.06,62.06,2026-03-03T17:27:53.855816Z
393,59007,Jackson-Smith,invoiced,EUR,10514.0,2102.8,12616.8,2026-03-03T17:27:53.945276Z
394,41275,Bell and Sons,confirmed,GBP,1.73,0.35,2.08,2026-03-03T17:27:55.114936Z
395,58585,Smith-Martinez,paid,EUR,14385.04,2877.01,17262.05,2026-03-03T17:27:54.020673Z
396,16615,Rios-Hawkins,created,GBP,26335.0,5267.0,31602.0,2026-03-03T17:27:54.106259Z
397,25820,Foster Ltd,invoiced,GBP,1.1,0.22,1.32,2026-03-03T17:27:54.141132Z
398,63151,Young-West,invoiced,EUR,639.2,127.84,767.04,2026-03-03T17:27:54.236707Z
399,14617,Dawson Inc,created,USD,611.21,42.78,653.99,2026-03-03T17:27:54.238395Z
400,50329,"King, Hess and Knight",created,EUR,3861.0,772.2,4633.2,2026-03-03T17:27:54.346858Z
401,75232,Patterson LLC,confirmed,USD,2.07,0.14,2.21,2026-03-03T17:27:55.649941Z
402,74180,Benson Group,paid,GBP,8712.0,1742.4,10454.4,2026-03-03T17:27:55.700925Z
403,42721,"Peterson, Mueller and Hurst",invoiced,USD,29.0,2.03,31.03,2026-03-03T17:27:58.697541Z
404,21461,Macdonald-Holmes,invoiced,GBP,1998.0,399.6,2397.6,2026-03-03T17:27:55.706882Z
405,15705,Coffey Ltd,created,USD,5849.0,409.43,6258.43,2026-03-03T17:27:55.659019Z
406,65183,Bowers-Johnston,invoiced,EUR,43686.0,8737.2,52423.2,2026-03-03T17:27:55.778150Z
407,96279,Calderon LLC,confirmed,USD,4158.0,291.06,4449.06,2026-03-03T17:27:57.483603Z
408,67726,Mcmahon-Young,created,GBP,2681.0,536.2,3217.2,2026-03-03T17:27:55.695501Z
409,77713,"Mendoza, Dunn and Barnes",paid,USD,667.0,46.69,713.69,2026-03-03T17:27:55.775268Z
410,29278,"Blanchard, Smith and Murphy",invoiced,USD,3664.36,256.51,3920.87,2026-03-03T17:27:55.739081Z
411,38374,Murphy PLC,created,USD,28764.0,2013.48,30777.48,2026-03-03T17:27:55.719412Z
412,47681,"Mccormick, Rodriguez and Gonzalez",paid,EUR,1306.52,261.3,1567.82,2026-03-03T17:27:55.803946Z
413,93640,White-Dunn,invoiced,GBP,1452.31,290.46,1742.77,2026-03-03T17:27:55.653963Z
414,65363,Serrano-Lynch,confirmed,EUR,1.56,0.31,1.87,2026-03-03T17:27:58.695053Z
415,54461,Hogan and Sons,invoiced,EUR,2673.61,534.72,3208.33,2026-03-03T17:27:55.817319Z
416,43238,Porter PLC,invoiced,EUR,1.8,0.36,2.16,2026-03-03T17:27:55.736976Z
417,88315,"Miller, Garner and Mitchell",paid,USD,4771.0,333.97,5104.97,2026-03-03T17:27:55.761847Z
418,52282,Rodriguez-Thomas,created,GBP,1393.0,278.6,1671.6,2026-03-03T17:27:57.442284Z
419,91827,"Sharp, Anderson and Campbell",invoiced,USD,4.95,0.35,5.3,2026-03-03T17:27:55.765611Z
420,13452,"Harrington, Nelson and Davis",invoiced,USD,20774.0,1454.18,22228.18,2026-03-03T17:27:55.771654Z
421,95778,"Carr, Glenn and Snyder",created,EUR,2388.34,477.67,2866.01,2026-03-03T17:27:55.768130Z
422,60587,Smith-Bonilla,invoiced,EUR,4975.34,995.07,5970.41,2026-03-03T17:27:55.826972Z
423,52338,Fernandez Ltd,paid,EUR,0.24,0.05,0.29,2026-03-03T17:27:55.867540Z
424,83607,Pham-Robbins,invoiced,EUR,871.89,174.38,1046.27,2026-03-03T17:27:55.991147Z
425,64921,Jackson Inc,created,GBP,24742.03,4948.41,29690.44,2026-03-03T17:27:56.056540Z
426,31409,Cross-Bell,invoiced,GBP,1881.0,376.2,2257.2,2026-03-03T17:27:56.115952Z
427,31452,"Ochoa, Pham and Williams",invoiced,GBP,4776.0,955.2,5731.2,2026-03-03T17:27:56.107737Z
428,43411,Schmidt Inc,confirmed,GBP,4555.27,911.05,5466.32,2026-03-03T17:27:56.145333Z
429,87923,Arellano LLC,confirmed,USD,4752.0,332.64,5084.64,2026-03-03T17:27:56.268149Z
430,45644,"Taylor, Moore and Lewis",confirmed,EUR,10827.25,2165.45,12992.7,2026-03-03T17:27:56.271115Z
431,48325,Middleton Inc,confirmed,EUR,3705.0,741.0,4446.0,2026-03-03T17:27:56.370852Z
432,86472,"Beck, Brown and Trujillo",paid,EUR,1595.68,319.14,1914.82,2026-03-03T17:27:57.722812Z
433,36100,"Crawford, Williams and Montgomery",created,USD,4.33,0.3,4.63,2026-03-03T17:27:56.476208Z
434,57430,Meyer Group,invoiced,USD,7441.11,520.88,7961.99,2026-03-03T17:27:56.472650Z
435,35269,"Tucker, Collins and Cunningham",created,EUR,2951.53,590.31,3541.84,2026-03-03T17:27:56.565459Z
436,60098,Osborne-Perez,invoiced,EUR,2.5,0.5,3.0,2026-03-03T17:27:56.642370Z
437,79583,Garcia-Johnson,paid,GBP,4854.6,970.92,5825.52,2026-03-03T17:27:56.710205Z
438,37270,"Johnston, Grimes and Yang",created,USD,1160.0,81.2,1241.2,2026-03-03T17:27:56.686002Z
439,62929,Collins-Nelson,confirmed,USD,33558.0,2349.06,35907.06,2026-03-03T17:27:56.792473Z
440,26286,Flynn LLC,invoiced,USD,1450.0,101.5,1551.5,2026-03-03T17:27:57.947070Z
441,33301,Benson-Austin,paid,USD,37553.88,2628.77,40182.65,2026-03-03T17:27:56.924303Z
442,58025,Bishop-Delacruz,confirmed,GBP,1.39,0.28,1.67,2026-03-03T17:27:56.971405Z
443,26517,Fowler LLC,paid,USD,3663.0,256.41,3919.41,2026-03-03T17:27:56.998217Z
444,50487,Smith-Washington,confirmed,GBP,0.53,0.11,0.64,2026-03-03T17:27:57.083830Z
445,82197,Wright-Long,paid,USD,1598.57,111.9,1710.47,2026-03-03T17:27:57.123691Z
446,72514,"Fleming, Williamson and Lewis",created,GBP,0.11,0.02,0.13,2026-03-03T17:27:57.201051Z
447,63873,"Fox, Harper and Jenkins",confirmed,EUR,19975.0,3995.0,23970.0,2026-03-03T17:27:57.220889Z
448,46749,Wilson LLC,created,EUR,21574.04,4314.81,25888.85,2026-03-03T17:27:58.419492Z
449,34967,Lee Group,created,GBP,3565.1,713.02,4278.12,2026-03-03T17:27:57.328829Z
450,22627,Arroyo-Roberson,paid,EUR,2675.02,535.0,3210.02,2026-03-03T17:27:57.428417Z
451,15295,"Anderson, Navarro and Williams",created,USD,6965.0,487.55,7452.55,2026-03-03T17:27:58.851020Z
452,54730,Douglas-Newton,confirmed,EUR,3383.0,676.6,4059.6,2026-03-03T17:27:58.861790Z
453,41075,Ferguson-Wade,invoiced,GBP,0.15,0.03,0.18,2026-03-03T17:27:58.884369Z
454,49732,"Burgess, Pearson and Nguyen",created,USD,26925.0,1884.75,28809.75,2026-03-03T17:27:58.908181Z
455,13281,Foley-Serrano,created,USD,23171.0,1621.97,24792.97,2026-03-03T17:27:58.902384Z
456,68905,Graham-Bauer,confirmed,EUR,29160.01,5832.0,34992.01,2026-03-03T17:27:58.933528Z
457,33936,Arnold-Stevens,confirmed,EUR,5744.96,1148.99,6893.95,2026-03-03T17:28:01.897591Z
458,19342,"Schmidt, Jones and Joyce",confirmed,EUR,1017.13,203.43,1220.56,2026-03-03T17:27:58.880448Z
459,95081,"Hernandez, Abbott and Smith",created,GBP,4036.06,807.21,4843.27,2026-03-03T17:27:58.915353Z
460,49089,"Avila, Francis and Sanders",paid,GBP,35957.28,7191.46,43148.74,2026-03-03T17:27:58.894157Z
461,51016,Hart PLC,paid,USD,39153.55,2740.75,41894.3,2026-03-03T17:27:58.971341Z
462,87683,"Jones, Cervantes and Hughes",paid,EUR,2970.44,594.09,3564.53,2026-03-03T17:27:58.899348Z
463,36722,Spencer-Duran,paid,GBP,1537.15,307.43,1844.58,2026-03-03T17:27:58.930304Z
464,45641,Kelley PLC,created,GBP,7061.03,1412.21,8473.24,2026-03-03T17:27:58.872327Z
465,35123,Brown Ltd,invoiced,USD,1.71,0.12,1.83,2026-03-03T17:27:58.953540Z
466,16921,Carter and Sons,confirmed,USD,7425.0,519.75,7944.75,2026-03-03T17:27:58.892329Z
467,43092,Powell-Johnson,invoiced,GBP,1219.44,243.89,1463.33,2026-03-03T17:27:58.921427Z
468,36863,Brown-Davis,paid,EUR,5473.0,1094.6,6567.6,2026-03-03T17:27:58.912392Z
469,44804,Wade-Butler,created,EUR,6103.56,1220.71,7324.27,2026-03-03T17:27:58.941469Z
470,15409,"Reed, Anderson and Nolan",created,GBP,0.24,0.05,0.29,2026-03-03T17:27:59.016437Z
471,98857,Rios Ltd,confirmed,EUR,1782.17,356.43,2138.6,2026-03-03T17:27:59.042761Z
472,30264,Mcneil Group,confirmed,USD,493.0,34.51,527.51,2026-03-03T17:27:59.085575Z
473,54083,Brown-Watson,created,EUR,116.37,23.27,139.64,2026-03-03T17:27:59.196629Z
474,19125,Russell and Sons,paid,GBP,9752.76,1950.55,11703.31,2026-03-03T17:27:59.189984Z
475,18497,Lara PLC,created,GBP,261.0,52.2,313.2,2026-03-03T17:27:59.340123Z
476,75268,"Vargas, Maynard and Larson",created,GBP,4851.23,970.25,5821.48,2026-03-03T17:27:59.353346Z
477,90828,Villanueva-Turner,invoiced,EUR,56325.0,11265.0,67590.0,2026-03-03T17:27:59.468346Z
478,52840,Wilson Inc,invoiced,USD,2033.08,142.32,2175.4,2026-03-03T17:27:59.453422Z
479,64280,"Rice, Rice and Golden",invoiced,EUR,26165.0,5233.0,31398.0,2026-03-03T17:27:59.481992Z
480,61491,"Sweeney, Carter and Beck",paid,GBP,0.53,0.11,0.64,2026-03-03T17:27:59.547398Z
481,98865,"Kennedy, Coleman and Taylor",invoiced,USD,1363.15,95.42,1458.57,2026-03-03T17:27:59.675310Z
482,78301,"Turner, Butler and Meyers",invoiced,USD,4950.0,346.5,5296.5,2026-03-03T17:27:59.677407Z
483,79429,"Morton, Edwards and Miller",invoiced,EUR,0.35,0.07,0.42,2026-03-03T17:27:59.718246Z
484,84960,Ramos Inc,invoiced,USD,3.25,0.23,3.48,2026-03-03T17:27:59.766791Z
485,28343,Wolf Group,confirmed,USD,1.82,0.13,1.95,2026-03-03T17:27:59.834178Z
486,32601,Burns and Sons,invoiced,GBP,24769.0,4953.8,29722.8,2026-03-03T17:27:59.932098Z
487,89028,Edwards-Donovan,invoiced,GBP,4373.0,874.6,5247.6,2026-03-03T17:27:59.991849Z
488,24700,"Swanson, Koch and Fox",created,EUR,3.84,0.77,4.61,2026-03-03T17:27:59.986474Z
489,33551,"Reynolds, Beard and Hood",confirmed,GBP,0.23,0.05,0.28,2026-03-03T17:28:00.041371Z
490,72063,"Wells, Hansen and Bond",paid,GBP,298.01,59.6,357.61,2026-03-03T17:28:00.146704Z
491,74960,Ruiz-Hines,paid,USD,0.51,0.04,0.55,2026-03-03T17:28:00.141614Z
492,90694,Berg LLC,invoiced,EUR,60.34,12.07,72.41,2026-03-03T17:28:00.187914Z
493,43064,"Blackburn, Singleton and Willis",confirmed,EUR,6.0,1.2,7.2,2026-03-03T17:28:00.298038Z
494,92171,"Barker, Fields and Ware",invoiced,GBP,6254.0,1250.8,7504.8,2026-03-03T17:28:00.351168Z
495,99725,Lopez PLC,created,GBP,1.11,0.22,1.33,2026-03-03T17:28:00.423391Z
496,69175,Martinez-Bauer,confirmed,EUR,930.26,186.05,1116.31,2026-03-03T17:28:00.469455Z
497,44368,"Bernard, Whitaker and Cook",invoiced,EUR,9455.92,1891.18,11347.1,2026-03-03T17:28:01.563547Z
498,73183,Carr-Wright,created,USD,4.1,0.29,4.39,2026-03-03T17:28:01.710963Z
499,24904,Christensen Group,created,GBP,747.36,149.47,896.83,2026-03-03T17:28:01.758193Z
500,70503,"Lane, Scott and Avila",paid,GBP,596.86,119.37,716.23,2026-03-03T17:28:00.651316Z
501,93810,Fuller-Allen,confirmed,USD,34357.0,2404.99,36761.99,2026-03-03T17:28:02.065479Z
502,76257,Jackson-Bell,paid,GBP,1044.55,208.91,1253.46,2026-03-03T17:28:02.023855Z
503,32408,Gomez and Sons,paid,USD,22033.0,1542.31,23575.31,2026-03-03T17:28:02.121216Z
504,70675,"Richardson, Smith and Franco",paid,USD,35651.05,2495.57,38146.62,2026-03-03T17:28:02.119064Z
505,29609,Richard-Ramirez,paid,GBP,4976.34,995.27,5971.61,2026-03-03T17:28:02.080071Z
506,74274,Reyes-Perry,confirmed,EUR,38511.13,7702.23,46213.36,2026-03-03T17:28:02.115527Z
507,73197,"Johnston, Thomas and Rios",confirmed,GBP,32437.0,6487.4,38924.4,2026-03-03T17:28:02.037020Z
508,81017,"Barnes, Jones and Green",created,GBP,7537.0,1507.4,9044.4,2026-03-03T17:28:02.046867Z
509,65116,Pineda Ltd,invoiced,GBP,33348.36,6669.67,40018.03,2026-03-03T17:28:03.855532Z
510,99729,"Mitchell, Barnes and Rodriguez",invoiced,EUR,8358.16,1671.63,10029.79,2026-03-03T17:28:02.150199Z
